Customer ID,Cluster,Cluster_Name
13775,1,Emerging
13776,1,Emerging
13777,0,Standard
13778,3,Inactive
13779,1,Emerging
13780,3,Inactive
13781,3,Inactive
13782,0,Standard
13783,1,Emerging
13784,3,Inactive
13785,1,Emerging
13786,3,Inactive
13787,3,Inactive
13788,1,Emerging
13789,1,Emerging
13790,1,Emerging
13791,1,Emerging
13792,3,Inactive
13793,1,Emerging
13794,1,Emerging
13795,1,Emerging
13796,1,Emerging
13797,1,Emerging
13798,0,Standard
13799,3,Inactive
13800,3,Inactive
13801,1,Emerging
13802,0,Standard
13803,3,Inactive
13804,3,Inactive
13805,1,Emerging
13806,1,Emerging
13807,3,Inactive
13808,1,Emerging
13809,1,Emerging
13810,1,Emerging
13811,1,Emerging
13812,1,Emerging
13813,3,Inactive
13814,3,Inactive
13815,3,Inactive
13816,1,Emerging
13817,3,Inactive
13818,1,Emerging
13819,3,Inactive
13820,1,Emerging
13821,3,Inactive
13822,1,Emerging
13823,3,Inactive
13824,3,Inactive
13825,1,Emerging
13826,1,Emerging
13827,1,Emerging
13828,1,Emerging
13829,1,Emerging
13830,1,Emerging
13831,3,Inactive
13832,3,Inactive
13833,3,Inactive
13834,1,Emerging
13835,3,Inactive
13836,1,Emerging
13837,1,Emerging
13838,0,Standard
13839,1,Emerging
13840,1,Emerging
13841,1,Emerging
13842,0,Standard
13843,1,Emerging
13844,1,Emerging
13845,1,Emerging
13846,3,Inactive
13847,1,Emerging
13848,3,Inactive
13849,3,Inactive
13850,1,Emerging
13851,3,Inactive
13852,1,Emerging
13853,1,Emerging
13854,0,Standard
13855,1,Emerging
13856,3,Inactive
13857,1,Emerging
13858,1,Emerging
13859,3,Inactive
13860,1,Emerging
13861,1,Emerging
13862,3,Inactive
13863,3,Inactive
13864,1,Emerging
13865,3,Inactive
13866,1,Emerging
13867,3,Inactive
13868,1,Emerging
13869,0,Standard
13870,0,Standard
13871,0,Standard
13872,1,Emerging
13873,3,Inactive
13874,1,Emerging
13875,3,Inactive
13876,1,Emerging
13877,3,Inactive
13878,3,Inactive
13879,1,Emerging
13880,0,Standard
13881,0,Standard
13882,1,Emerging
13883,0,Standard
13884,3,Inactive
13885,1,Emerging
13886,1,Emerging
13887,1,Emerging
13888,3,Inactive
13889,3,Inactive
13890,3,Inactive
13891,1,Emerging
13892,3,Inactive
13893,1,Emerging
13894,3,Inactive
13895,3,Inactive
13896,1,Emerging
13897,3,Inactive
13898,1,Emerging
13899,3,Inactive
13900,3,Inactive
13901,0,Standard
13902,1,Emerging
13903,1,Emerging
13904,3,Inactive
13905,1,Emerging
13906,1,Emerging
13907,1,Emerging
13908,3,Inactive
13909,1,Emerging
13911,0,Standard
13912,1,Emerging
13913,1,Emerging
13914,1,Emerging
13915,1,Emerging
13916,1,Emerging
13917,3,Inactive
13918,3,Inactive
13919,3,Inactive
13920,1,Emerging
13921,1,Emerging
13922,1,Emerging
13923,1,Emerging
13924,1,Emerging
13925,1,Emerging
13926,1,Emerging
13927,3,Inactive
13928,1,Emerging
13929,3,Inactive
13930,1,Emerging
13931,0,Standard
13932,1,Emerging
13933,1,Emerging
13934,1,Emerging
13935,1,Emerging
13936,3,Inactive
13937,3,Inactive
13938,1,Emerging
13939,3,Inactive
13940,1,Emerging
13941,3,Inactive
13942,1,Emerging
13943,1,Emerging
13944,1,Emerging
13945,1,Emerging
13946,3,Inactive
13947,1,Emerging
13948,3,Inactive
13949,1,Emerging
13950,3,Inactive
13951,1,Emerging
13952,0,Standard
13953,3,Inactive
13954,1,Emerging
13955,3,Inactive
13956,3,Inactive
13957,1,Emerging
13958,1,Emerging
13959,3,Inactive
13960,1,Emerging
13961,1,Emerging
13962,3,Inactive
13963,1,Emerging
13964,1,Emerging
13965,1,Emerging
13966,1,Emerging
13967,3,Inactive
13968,1,Emerging
13969,0,Standard
13970,1,Emerging
13971,0,Standard
13972,1,Emerging
13973,1,Emerging
13974,3,Inactive
13975,0,Standard
13976,3,Inactive
13977,1,Emerging
13978,1,Emerging
13979,0,Standard
13980,3,Inactive
13981,1,Emerging
13982,3,Inactive
13983,0,Standard
13984,3,Inactive
13985,0,Standard
13986,1,Emerging
13987,1,Emerging
13988,3,Inactive
13989,3,Inactive
13990,1,Emerging
13991,1,Emerging
13992,3,Inactive
13993,0,Standard
13994,1,Emerging
13995,3,Inactive
13996,1,Emerging
13997,1,Emerging
13998,1,Emerging
13999,0,Standard
14000,3,Inactive
14001,3,Inactive
14002,1,Emerging
14003,1,Emerging
14004,3,Inactive
14005,3,Inactive
14006,3,Inactive
14007,1,Emerging
14008,1,Emerging
14009,3,Inactive
14010,1,Emerging
14011,1,Emerging
14012,1,Emerging
14013,3,Inactive
14014,3,Inactive
14015,1,Emerging
14016,0,Standard
14017,1,Emerging
14018,1,Emerging
14019,1,Emerging
14020,3,Inactive
14021,3,Inactive
14022,3,Inactive
14023,3,Inactive
14024,3,Inactive
14025,1,Emerging
14026,1,Emerging
14027,1,Emerging
14028,1,Emerging
14029,1,Emerging
14030,0,Standard
14031,0,Standard
14032,3,Inactive
14033,1,Emerging
14034,1,Emerging
14035,3,Inactive
14036,1,Emerging
14037,3,Inactive
14038,3,Inactive
14039,3,Inactive
14040,0,Standard
14041,1,Emerging
14042,1,Emerging
14043,3,Inactive
14044,0,Standard
14045,3,Inactive
14046,1,Emerging
14047,3,Inactive
14048,1,Emerging
14049,0,Standard
14050,1,Emerging
14051,0,Standard
14052,3,Inactive
14053,3,Inactive
14054,1,Emerging
14055,3,Inactive
14056,0,Standard
14057,0,Standard
14058,1,Emerging
14059,1,Emerging
14060,0,Standard
14061,1,Emerging
14062,0,Standard
14063,1,Emerging
14064,3,Inactive
14065,1,Emerging
14066,1,Emerging
14067,1,Emerging
14068,3,Inactive
14069,1,Emerging
14070,1,Emerging
14071,0,Standard
14072,1,Emerging
14073,1,Emerging
14074,1,Emerging
14075,3,Inactive
14076,1,Emerging
14077,3,Inactive
14078,3,Inactive
14079,3,Inactive
14080,3,Inactive
14081,0,Standard
14082,1,Emerging
14083,3,Inactive
14084,1,Emerging
14085,0,Standard
14086,1,Emerging
14087,3,Inactive
14088,0,Standard
14089,1,Emerging
14090,1,Emerging
14091,1,Emerging
14092,0,Standard
14093,1,Emerging
14094,1,Emerging
14095,1,Emerging
14096,0,Standard
14097,1,Emerging
14098,1,Emerging
14099,0,Standard
14100,1,Emerging
14101,3,Inactive
14102,1,Emerging
14104,3,Inactive
14105,3,Inactive
14106,1,Emerging
14107,3,Inactive
14108,3,Inactive
14109,1,Emerging
14110,0,Standard
14111,3,Inactive
14112,0,Standard
14113,3,Inactive
14114,1,Emerging
14115,1,Emerging
14116,1,Emerging
14117,1,Emerging
14118,1,Emerging
14119,3,Inactive
14121,1,Emerging
14122,3,Inactive
14123,1,Emerging
14124,1,Emerging
14125,1,Emerging
14126,3,Inactive
14127,3,Inactive
14128,3,Inactive
14129,3,Inactive
14130,3,Inactive
14131,1,Emerging
14132,1,Emerging
14133,3,Inactive
14134,1,Emerging
14135,0,Standard
14136,1,Emerging
14137,1,Emerging
14138,1,Emerging
14139,3,Inactive
14140,1,Emerging
14141,1,Emerging
14142,3,Inactive
14143,1,Emerging
14144,1,Emerging
14145,3,Inactive
14146,0,Standard
14147,3,Inactive
14148,3,Inactive
14149,1,Emerging
14150,3,Inactive
14151,1,Emerging
14152,3,Inactive
14153,1,Emerging
14154,3,Inactive
14155,1,Emerging
14156,4,Frequent
14157,3,Inactive
14158,1,Emerging
14159,0,Standard
14160,1,Emerging
14161,3,Inactive
14162,1,Emerging
14163,3,Inactive
14164,1,Emerging
14165,1,Emerging
14166,1,Emerging
14167,3,Inactive
14168,1,Emerging
14169,1,Emerging
14170,1,Emerging
14171,3,Inactive
14172,1,Emerging
14173,3,Inactive
14174,1,Emerging
14175,0,Standard
14176,1,Emerging
14177,3,Inactive
14178,3,Inactive
14179,1,Emerging
14180,0,Standard
14181,1,Emerging
14182,1,Emerging
14183,1,Emerging
14184,1,Emerging
14185,1,Emerging
14186,1,Emerging
14187,1,Emerging
14188,3,Inactive
14189,0,Standard
14190,1,Emerging
14191,0,Standard
14192,1,Emerging
14193,3,Inactive
14194,0,Standard
14195,3,Inactive
14196,1,Emerging
14197,1,Emerging
14198,3,Inactive
14199,3,Inactive
14200,1,Emerging
14201,3,Inactive
14202,1,Emerging
14203,1,Emerging
14204,3,Inactive
14205,3,Inactive
14206,1,Emerging
14207,1,Emerging
14208,3,Inactive
14209,3,Inactive
14210,0,Standard
14211,0,Standard
14212,3,Inactive
14213,1,Emerging
14214,3,Inactive
14215,3,Inactive
14216,3,Inactive
14217,0,Standard
14218,1,Emerging
14219,3,Inactive
14220,3,Inactive
14221,0,Standard
14222,1,Emerging
14223,1,Emerging
14224,3,Inactive
14225,1,Emerging
14226,3,Inactive
14227,0,Standard
14228,1,Emerging
14229,3,Inactive
14230,1,Emerging
14231,3,Inactive
14232,3,Inactive
14233,3,Inactive
14234,1,Emerging
14235,3,Inactive
14236,3,Inactive
14237,3,Inactive
14238,3,Inactive
14239,3,Inactive
14240,3,Inactive
14241,3,Inactive
14242,1,Emerging
14243,0,Standard
14244,1,Emerging
14245,1,Emerging
14246,1,Emerging
14247,1,Emerging
14248,1,Emerging
14249,1,Emerging
14250,1,Emerging
14251,1,Emerging
14252,1,Emerging
14253,1,Emerging
14254,1,Emerging
14255,1,Emerging
14256,3,Inactive
14257,3,Inactive
14258,0,Standard
14259,1,Emerging
14260,1,Emerging
14261,1,Emerging
14262,3,Inactive
14263,1,Emerging
14264,3,Inactive
14265,3,Inactive
14266,1,Emerging
14267,1,Emerging
14268,1,Emerging
14269,1,Emerging
14270,1,Emerging
14271,3,Inactive
14272,3,Inactive
14273,1,Emerging
14274,1,Emerging
14275,1,Emerging
14276,3,Inactive
14277,0,Standard
14278,1,Emerging
14279,1,Emerging
14280,1,Emerging
14281,1,Emerging
14282,0,Standard
14283,1,Emerging
14284,3,Inactive
14285,3,Inactive
14286,0,Standard
14287,3,Inactive
14288,1,Emerging
14289,3,Inactive
14290,3,Inactive
14291,0,Standard
14292,3,Inactive
14293,3,Inactive
14294,1,Emerging
14295,3,Inactive
14296,1,Emerging
14297,3,Inactive
14298,0,Standard
14299,0,Standard
14300,1,Emerging
14301,3,Inactive
14302,3,Inactive
14303,1,Emerging
14304,3,Inactive
14305,1,Emerging
14306,3,Inactive
14307,3,Inactive
14308,1,Emerging
14309,3,Inactive
14310,1,Emerging
14311,3,Inactive
14312,3,Inactive
14314,3,Inactive
14315,3,Inactive
14316,1,Emerging
14317,1,Emerging
14318,1,Emerging
14319,1,Emerging
14320,3,Inactive
14321,3,Inactive
14322,1,Emerging
14323,1,Emerging
14324,3,Inactive
14325,1,Emerging
14326,3,Inactive
14327,3,Inactive
14328,1,Emerging
14329,0,Standard
14330,1,Emerging
14331,1,Emerging
14332,3,Inactive
14333,1,Emerging
14334,3,Inactive
14335,1,Emerging
14336,3,Inactive
14338,3,Inactive
14339,3,Inactive
14340,1,Emerging
14341,0,Standard
14342,3,Inactive
14343,1,Emerging
14344,0,Standard
14345,1,Emerging
14346,3,Inactive
14347,1,Emerging
14348,1,Emerging
14349,1,Emerging
14350,1,Emerging
14351,1,Emerging
14352,1,Emerging
14353,1,Emerging
14354,1,Emerging
14355,3,Inactive
14356,1,Emerging
14357,1,Emerging
14358,1,Emerging
14359,1,Emerging
14360,1,Emerging
14361,1,Emerging
14362,1,Emerging
14363,1,Emerging
14364,1,Emerging
14365,3,Inactive
14366,1,Emerging
14367,0,Standard
14368,1,Emerging
14369,1,Emerging
14370,1,Emerging
14371,1,Emerging
14372,1,Emerging
14373,1,Emerging
14374,1,Emerging
14375,3,Inactive
14376,1,Emerging
14377,1,Emerging
14378,1,Emerging
14379,3,Inactive
14380,1,Emerging
14381,3,Inactive
14382,3,Inactive
14383,1,Emerging
14384,1,Emerging
14385,1,Emerging
14386,1,Emerging
14387,1,Emerging
14388,0,Standard
14389,3,Inactive
14390,0,Standard
14391,1,Emerging
14392,1,Emerging
14393,1,Emerging
14394,1,Emerging
14395,0,Standard
14396,3,Inactive
14397,1,Emerging
14398,1,Emerging
14399,1,Emerging
14400,3,Inactive
14401,0,Standard
14402,1,Emerging
14403,3,Inactive
14404,3,Inactive
14405,1,Emerging
14406,1,Emerging
14407,1,Emerging
14408,3,Inactive
14409,3,Inactive
14410,0,Standard
14411,1,Emerging
14412,3,Inactive
14413,3,Inactive
14414,3,Inactive
14415,0,Standard
14416,1,Emerging
14417,1,Emerging
14418,1,Emerging
14419,3,Inactive
14420,3,Inactive
14421,3,Inactive
14422,0,Standard
14423,3,Inactive
14424,1,Emerging
14425,3,Inactive
14426,0,Standard
14427,3,Inactive
14428,3,Inactive
14429,1,Emerging
14430,1,Emerging
14431,3,Inactive
14432,1,Emerging
14433,1,Emerging
14434,1,Emerging
14435,1,Emerging
14436,3,Inactive
14437,1,Emerging
14438,1,Emerging
14439,3,Inactive
14440,3,Inactive
14441,3,Inactive
14442,3,Inactive
14443,3,Inactive
14444,1,Emerging
14445,1,Emerging
14446,3,Inactive
14447,3,Inactive
14448,3,Inactive
14449,0,Standard
14450,3,Inactive
14451,0,Standard
14452,3,Inactive
14453,1,Emerging
14454,3,Inactive
14455,1,Emerging
14456,0,Standard
14457,1,Emerging
14458,1,Emerging
14459,3,Inactive
14460,3,Inactive
14461,0,Standard
14462,3,Inactive
14463,3,Inactive
14464,1,Emerging
14465,3,Inactive
14466,3,Inactive
14467,3,Inactive
14468,1,Emerging
14469,1,Emerging
14470,3,Inactive
14471,1,Emerging
14472,3,Inactive
14473,3,Inactive
14474,3,Inactive
14475,3,Inactive
14476,1,Emerging
14477,3,Inactive
14478,3,Inactive
14479,3,Inactive
14480,3,Inactive
14481,3,Inactive
14482,3,Inactive
14483,3,Inactive
14484,3,Inactive
14485,1,Emerging
14486,1,Emerging
14487,3,Inactive
14488,1,Emerging
14489,3,Inactive
14490,1,Emerging
14491,3,Inactive
14492,1,Emerging
14493,0,Standard
14494,3,Inactive
14495,3,Inactive
14496,1,Emerging
14497,3,Inactive
14498,0,Standard
14499,3,Inactive
14500,1,Emerging
14501,1,Emerging
14502,0,Standard
14503,3,Inactive
14504,3,Inactive
14505,0,Standard
14506,0,Standard
14507,3,Inactive
14508,3,Inactive
14509,1,Emerging
14510,1,Emerging
14511,1,Emerging
14512,3,Inactive
14513,3,Inactive
14514,3,Inactive
14515,3,Inactive
14516,1,Emerging
14517,1,Emerging
14518,1,Emerging
14519,1,Emerging
14520,3,Inactive
14521,1,Emerging
14522,3,Inactive
14523,1,Emerging
14524,0,Standard
14525,0,Standard
14526,1,Emerging
14527,0,Standard
14528,1,Emerging
14529,1,Emerging
14530,0,Standard
14531,1,Emerging
14532,3,Inactive
14533,3,Inactive
14534,0,Standard
14535,0,Standard
14536,1,Emerging
14537,3,Inactive
14538,3,Inactive
14539,1,Emerging
14540,3,Inactive
14541,3,Inactive
14542,1,Emerging
14543,0,Standard
14544,3,Inactive
14545,1,Emerging
14546,0,Standard
14547,1,Emerging
14548,3,Inactive
14549,3,Inactive
14550,3,Inactive
14551,3,Inactive
14552,3,Inactive
14553,0,Standard
14554,1,Emerging
14555,3,Inactive
14556,1,Emerging
14557,1,Emerging
14558,1,Emerging
14559,1,Emerging
14560,0,Standard
14561,1,Emerging
14562,0,Standard
14563,1,Emerging
14564,3,Inactive
14565,3,Inactive
14566,3,Inactive
14567,1,Emerging
14568,1,Emerging
14569,3,Inactive
14570,1,Emerging
14571,1,Emerging
14572,0,Standard
14573,0,Standard
14574,1,Emerging
14575,1,Emerging
14576,1,Emerging
14577,3,Inactive
14578,1,Emerging
14579,1,Emerging
14580,1,Emerging
14581,3,Inactive
14582,1,Emerging
14583,0,Standard
14584,3,Inactive
14585,3,Inactive
14586,1,Emerging
14587,3,Inactive
14588,1,Emerging
14589,1,Emerging
14590,1,Emerging
14591,3,Inactive
14592,1,Emerging
14593,0,Standard
14594,3,Inactive
14595,3,Inactive
14596,1,Emerging
14597,3,Inactive
14598,3,Inactive
14599,1,Emerging
14600,1,Emerging
14601,1,Emerging
14602,1,Emerging
14603,1,Emerging
14604,1,Emerging
14605,3,Inactive
14606,4,Frequent
14607,0,Standard
14608,3,Inactive
14609,3,Inactive
14610,1,Emerging
14611,1,Emerging
14612,1,Emerging
14613,1,Emerging
14614,1,Emerging
14615,1,Emerging
14616,3,Inactive
14617,1,Emerging
14618,3,Inactive
14619,3,Inactive
14620,1,Emerging
14621,3,Inactive
14622,1,Emerging
14623,3,Inactive
14624,3,Inactive
14625,3,Inactive
14626,3,Inactive
14627,1,Emerging
14628,3,Inactive
14629,1,Emerging
14630,1,Emerging
14631,3,Inactive
14632,1,Emerging
14633,1,Emerging
14634,1,Emerging
14635,1,Emerging
14636,3,Inactive
14637,1,Emerging
14638,1,Emerging
14639,3,Inactive
14640,3,Inactive
14641,1,Emerging
14642,1,Emerging
14643,3,Inactive
14644,3,Inactive
14645,3,Inactive
14646,4,Frequent
14647,3,Inactive
14648,0,Standard
14649,0,Standard
14650,1,Emerging
14651,3,Inactive
14652,1,Emerging
14653,0,Standard
14654,1,Emerging
14655,3,Inactive
14656,3,Inactive
14657,3,Inactive
14658,1,Emerging
14659,3,Inactive
14660,1,Emerging
14661,1,Emerging
14662,3,Inactive
14663,1,Emerging
14664,1,Emerging
14665,3,Inactive
14666,1,Emerging
14667,0,Standard
14668,1,Emerging
14669,0,Standard
14670,3,Inactive
14671,1,Emerging
14672,3,Inactive
14673,3,Inactive
14674,1,Emerging
14675,3,Inactive
14676,3,Inactive
14677,1,Emerging
14678,1,Emerging
14679,3,Inactive
14680,0,Standard
14681,3,Inactive
14682,3,Inactive
14683,1,Emerging
14684,0,Standard
14685,1,Emerging
14686,1,Emerging
14687,3,Inactive
14688,0,Standard
14689,1,Emerging
14690,3,Inactive
14691,1,Emerging
14692,3,Inactive
14693,1,Emerging
14694,1,Emerging
14695,1,Emerging
14696,3,Inactive
14697,1,Emerging
14698,1,Emerging
14699,3,Inactive
14700,3,Inactive
14701,0,Standard
14702,0,Standard
14703,1,Emerging
14704,0,Standard
14705,1,Emerging
14706,1,Emerging
14707,1,Emerging
14708,3,Inactive
14709,0,Standard
14710,0,Standard
14711,0,Standard
14712,3,Inactive
14713,0,Standard
14714,3,Inactive
14715,3,Inactive
14716,3,Inactive
14717,1,Emerging
14718,1,Emerging
14719,3,Inactive
14720,1,Emerging
14721,1,Emerging
14722,3,Inactive
14723,0,Standard
14724,1,Emerging
14725,3,Inactive
14726,1,Emerging
14727,3,Inactive
14728,1,Emerging
14729,3,Inactive
14730,0,Standard
14731,3,Inactive
14732,0,Standard
14733,0,Standard
14734,1,Emerging
14735,0,Standard
14736,1,Emerging
14737,3,Inactive
14738,3,Inactive
14739,0,Standard
14740,3,Inactive
14741,3,Inactive
14742,1,Emerging
14743,1,Emerging
14744,3,Inactive
14745,3,Inactive
14746,1,Emerging
14747,1,Emerging
14748,3,Inactive
14749,1,Emerging
14750,1,Emerging
14751,1,Emerging
14752,1,Emerging
14753,3,Inactive
14754,3,Inactive
14755,0,Standard
14756,3,Inactive
14757,1,Emerging
14758,3,Inactive
14759,3,Inactive
14760,1,Emerging
14761,3,Inactive
14762,3,Inactive
14764,1,Emerging
14765,1,Emerging
14766,0,Standard
14767,1,Emerging
14768,1,Emerging
14769,0,Standard
14770,3,Inactive
14771,1,Emerging
14772,1,Emerging
14773,1,Emerging
14774,1,Emerging
14775,3,Inactive
14776,3,Inactive
14777,1,Emerging
14778,3,Inactive
14779,1,Emerging
14780,1,Emerging
14782,1,Emerging
14783,1,Emerging
14784,3,Inactive
14785,1,Emerging
14786,1,Emerging
14787,1,Emerging
14788,3,Inactive
14789,1,Emerging
14790,3,Inactive
14791,1,Emerging
14792,1,Emerging
14793,3,Inactive
14794,3,Inactive
14795,1,Emerging
14796,0,Standard
14797,1,Emerging
14798,3,Inactive
14799,3,Inactive
14800,0,Standard
14801,1,Emerging
14802,1,Emerging
14803,1,Emerging
14804,1,Emerging
14805,3,Inactive
14806,3,Inactive
14807,3,Inactive
14808,1,Emerging
14809,1,Emerging
14810,3,Inactive
14811,1,Emerging
14812,1,Emerging
14813,1,Emerging
14814,1,Emerging
14815,1,Emerging
14816,1,Emerging
14817,3,Inactive
14818,3,Inactive
14819,3,Inactive
14820,3,Inactive
14821,1,Emerging
14822,1,Emerging
14823,1,Emerging
14824,3,Inactive
14825,0,Standard
14826,1,Emerging
14828,3,Inactive
14829,3,Inactive
14830,1,Emerging
14831,1,Emerging
14832,1,Emerging
14833,1,Emerging
14834,3,Inactive
14835,1,Emerging
14836,1,Emerging
14837,3,Inactive
14838,3,Inactive
14839,3,Inactive
14840,3,Inactive
14841,0,Standard
14842,3,Inactive
14843,1,Emerging
14844,3,Inactive
14845,1,Emerging
14846,1,Emerging
14847,3,Inactive
14848,1,Emerging
14849,0,Standard
14850,1,Emerging
14851,3,Inactive
14852,0,Standard
14853,3,Inactive
14854,3,Inactive
14855,3,Inactive
14856,1,Emerging
14857,3,Inactive
14858,1,Emerging
14859,3,Inactive
14860,1,Emerging
14861,3,Inactive
14862,3,Inactive
14863,1,Emerging
14865,3,Inactive
14866,3,Inactive
14867,3,Inactive
14868,3,Inactive
14869,3,Inactive
14870,3,Inactive
14871,3,Inactive
14872,1,Emerging
14873,3,Inactive
14874,1,Emerging
14875,3,Inactive
14876,1,Emerging
14877,3,Inactive
14878,0,Standard
14879,1,Emerging
14880,3,Inactive
14881,1,Emerging
14882,3,Inactive
14883,1,Emerging
14884,1,Emerging
14885,3,Inactive
14886,1,Emerging
14887,1,Emerging
14888,1,Emerging
14889,1,Emerging
14890,3,Inactive
14891,3,Inactive
14892,1,Emerging
14893,3,Inactive
14894,3,Inactive
14895,0,Standard
14896,3,Inactive
14897,3,Inactive
14898,0,Standard
14899,1,Emerging
14900,1,Emerging
14901,3,Inactive
14902,3,Inactive
14903,3,Inactive
14904,3,Inactive
14905,3,Inactive
14906,1,Emerging
14907,0,Standard
14908,3,Inactive
14909,1,Emerging
14910,1,Emerging
14911,4,Frequent
14912,3,Inactive
14913,3,Inactive
14915,3,Inactive
14916,3,Inactive
14917,1,Emerging
14918,3,Inactive
14919,1,Emerging
14920,3,Inactive
14921,3,Inactive
14922,1,Emerging
14923,1,Emerging
14924,3,Inactive
14926,3,Inactive
14927,1,Emerging
14928,1,Emerging
14929,3,Inactive
14930,3,Inactive
14931,3,Inactive
14932,1,Emerging
14933,1,Emerging
14934,3,Inactive
14935,3,Inactive
14936,0,Standard
14937,1,Emerging
14938,1,Emerging
14940,3,Inactive
14941,1,Emerging
14942,1,Emerging
14943,1,Emerging
14944,0,Standard
14945,1,Emerging
14946,1,Emerging
14947,3,Inactive
14948,1,Emerging
14949,1,Emerging
14950,1,Emerging
14951,1,Emerging
14952,0,Standard
14953,3,Inactive
14954,3,Inactive
14955,1,Emerging
14956,1,Emerging
14957,3,Inactive
14958,3,Inactive
14959,3,Inactive
14960,3,Inactive
14961,0,Standard
14962,3,Inactive
14963,0,Standard
14964,1,Emerging
14965,1,Emerging
14966,3,Inactive
14967,3,Inactive
14968,3,Inactive
14969,1,Emerging
14970,3,Inactive
14971,1,Emerging
14972,3,Inactive
14973,1,Emerging
14974,1,Emerging
14975,3,Inactive
14976,3,Inactive
14977,1,Emerging
14978,3,Inactive
14979,1,Emerging
14980,1,Emerging
14981,1,Emerging
14982,1,Emerging
14983,1,Emerging
14984,3,Inactive
14985,3,Inactive
14986,3,Inactive
14987,3,Inactive
14988,3,Inactive
14989,1,Emerging
14990,1,Emerging
14991,1,Emerging
14992,1,Emerging
14993,1,Emerging
14994,1,Emerging
14995,3,Inactive
14996,1,Emerging
14997,3,Inactive
14998,3,Inactive
14999,1,Emerging
15000,1,Emerging
15001,1,Emerging
15002,0,Standard
15003,1,Emerging
15004,1,Emerging
15005,0,Standard
15006,3,Inactive
15007,1,Emerging
15008,1,Emerging
15009,1,Emerging
15010,1,Emerging
15011,1,Emerging
15012,3,Inactive
15013,1,Emerging
15014,3,Inactive
15015,1,Emerging
15016,3,Inactive
15017,1,Emerging
15018,3,Inactive
15019,1,Emerging
15020,1,Emerging
15021,0,Standard
15022,3,Inactive
15023,0,Standard
15024,0,Standard
15025,3,Inactive
15026,3,Inactive
15027,3,Inactive
15028,3,Inactive
15029,1,Emerging
15030,3,Inactive
15031,0,Standard
15032,3,Inactive
15033,0,Standard
15034,0,Standard
15035,1,Emerging
15036,1,Emerging
15037,1,Emerging
15038,3,Inactive
15039,0,Standard
15040,1,Emerging
15041,3,Inactive
15042,3,Inactive
15043,3,Inactive
15044,0,Standard
15045,1,Emerging
15046,0,Standard
15047,1,Emerging
15048,3,Inactive
15049,1,Emerging
15050,3,Inactive
15051,3,Inactive
15052,1,Emerging
15053,3,Inactive
15054,1,Emerging
15055,1,Emerging
15056,1,Emerging
15057,3,Inactive
15058,0,Standard
15059,0,Standard
15060,1,Emerging
15061,0,Standard
15062,3,Inactive
15063,1,Emerging
15064,1,Emerging
15065,3,Inactive
15066,1,Emerging
15067,3,Inactive
15068,3,Inactive
15069,1,Emerging
15070,3,Inactive
15071,3,Inactive
15072,1,Emerging
15073,3,Inactive
15074,3,Inactive
15075,1,Emerging
15076,3,Inactive
15077,1,Emerging
15078,0,Standard
15079,3,Inactive
15080,1,Emerging
15081,3,Inactive
15082,1,Emerging
15083,1,Emerging
15084,3,Inactive
15085,1,Emerging
15086,1,Emerging
15087,1,Emerging
15088,1,Emerging
15089,1,Emerging
15090,1,Emerging
15091,3,Inactive
15092,3,Inactive
15093,0,Standard
15094,1,Emerging
15095,3,Inactive
15096,1,Emerging
15097,3,Inactive
15098,1,Emerging
15099,1,Emerging
15100,1,Emerging
15101,3,Inactive
15102,1,Emerging
15103,1,Emerging
15104,1,Emerging
15105,3,Inactive
15106,3,Inactive
15107,1,Emerging
15108,1,Emerging
15109,3,Inactive
15110,3,Inactive
15111,3,Inactive
15112,1,Emerging
15113,1,Emerging
15114,3,Inactive
15115,3,Inactive
15116,3,Inactive
15117,3,Inactive
15118,1,Emerging
15119,1,Emerging
15120,1,Emerging
15121,3,Inactive
15122,3,Inactive
15123,3,Inactive
15124,3,Inactive
15125,0,Standard
15126,1,Emerging
15127,3,Inactive
15128,3,Inactive
15129,3,Inactive
15130,1,Emerging
15131,1,Emerging
15132,3,Inactive
15133,3,Inactive
15134,3,Inactive
15135,3,Inactive
15136,1,Emerging
15137,1,Emerging
15138,1,Emerging
15139,1,Emerging
15140,3,Inactive
15141,1,Emerging
15142,3,Inactive
15143,3,Inactive
15144,0,Standard
15145,3,Inactive
15146,1,Emerging
15147,1,Emerging
15148,1,Emerging
15149,3,Inactive
15150,0,Standard
15151,1,Emerging
15152,0,Standard
15153,1,Emerging
15154,3,Inactive
15155,1,Emerging
15156,1,Emerging
15157,3,Inactive
15158,3,Inactive
15159,0,Standard
15160,1,Emerging
15161,1,Emerging
15162,1,Emerging
15163,3,Inactive
15164,0,Standard
15165,1,Emerging
15166,1,Emerging
15167,3,Inactive
15168,1,Emerging
15169,3,Inactive
15170,1,Emerging
15171,1,Emerging
15172,3,Inactive
15173,1,Emerging
15174,1,Emerging
15175,1,Emerging
15176,1,Emerging
15177,1,Emerging
15178,1,Emerging
15179,0,Standard
15180,1,Emerging
15181,3,Inactive
15182,3,Inactive
15183,1,Emerging
15184,3,Inactive
15185,1,Emerging
15186,3,Inactive
15187,1,Emerging
15188,1,Emerging
15189,0,Standard
15190,1,Emerging
15191,1,Emerging
15192,3,Inactive
15193,1,Emerging
15194,0,Standard
15195,1,Emerging
15196,3,Inactive
15197,3,Inactive
15198,3,Inactive
15199,3,Inactive
15200,1,Emerging
