Customer ID,Recency,Frequency,Monetary_Total,Monetary_Avg,Monetary_Std,Transaction_Count,R_Score,F_Score,M_Score,RFM_Segment,Rule_Segment,FirstPurchaseDate,LastPurchaseDate,CustomerLifespan_Days,UniqueProdCategories,Country,MaxTransactionAmount,AvgDaysBetweenPurchases
13283,59,4,373.36,18.668,13.12833239901197,20,3,3,2,332,Standard,2010-03-09 14:36:00,2011-10-11 09:50:00,580,19,United Kingdom,71.4,145.0
13284,330,1,201.19,15.476153846153846,5.157613366764286,13,2,1,1,211,Dormant,2011-01-13 09:23:00,2011-01-13 09:23:00,0,13,United Kingdom,25.5,0.0
13285,22,6,3364.59,14.565324675324677,5.015049677091227,231,4,4,5,445,Champions,2010-03-25 14:26:00,2011-11-16 13:19:00,600,182,United Kingdom,33.0,100.0
13286,599,1,734.91,14.998163265306122,12.691945226774964,49,1,1,3,113,Dormant,2010-04-18 15:35:00,2010-04-18 15:35:00,0,46,United Kingdom,51.0,0.0
13287,602,3,781.59,14.746981132075472,3.5548658878228285,53,1,3,3,133,Standard,2010-01-04 10:43:00,2010-04-15 15:26:00,101,46,United Kingdom,25.5,33.666666666666664
13288,442,5,927.61,92.761,106.99504437641545,10,1,4,3,143,Standard,2010-02-11 14:59:00,2010-09-22 16:32:00,223,7,United Kingdom,365.76,44.6
13289,723,1,307.95,19.246875,7.484015605497714,16,1,1,2,112,Dormant,2009-12-16 11:53:00,2009-12-16 11:53:00,0,16,United Kingdom,39.8,0.0
13290,437,1,208.63,208.63,0.0,1,1,1,1,111,Dormant,2010-09-27 16:29:00,2010-09-27 16:29:00,0,1,United Kingdom,208.63,0.0
13291,155,11,3320.84,10.124512195121952,7.450717044070244,328,3,5,5,355,Standard,2010-02-11 18:36:00,2011-07-07 10:36:00,510,155,United Kingdom,51.0,46.36363636363637
13292,38,5,994.51,16.856101694915253,6.006748508523746,59,4,4,3,443,Loyal,2010-07-01 14:36:00,2011-11-01 10:04:00,487,55,United Kingdom,39.6,97.4
13293,391,6,1192.94,16.56861111111111,9.031357002766756,72,2,4,3,243,Standard,2010-02-09 12:05:00,2010-11-12 13:28:00,276,51,United Kingdom,76.5,46.0
13294,189,3,1689.53,16.564019607843136,7.184105704392783,102,2,3,4,234,Standard,2010-03-03 12:54:00,2011-06-03 08:54:00,456,93,United Kingdom,49.95,152.0
13295,359,4,1101.97,16.44731343283582,5.214289103494054,67,2,3,3,233,Standard,2010-05-12 09:13:00,2010-12-15 11:21:00,217,56,United Kingdom,30.0,54.25
13296,136,6,792.51,14.953018867924529,8.378464744832812,53,3,4,3,343,Standard,2010-05-11 14:29:00,2011-07-25 13:46:00,439,50,United Kingdom,51.0,73.16666666666667
13297,7,7,4368.62,35.51723577235772,29.854297801396168,123,5,4,5,545,Champions,2010-06-15 12:35:00,2011-12-02 09:32:00,534,108,United Kingdom,165.0,76.28571428571429
13298,0,1,360.0,180.0,127.27922061357856,2,5,1,2,512,Standard,2011-12-08 13:11:00,2011-12-08 13:11:00,0,2,United Kingdom,270.0,0.0
13299,267,3,1218.7,19.656451612903226,9.332039310587028,62,2,3,3,233,Standard,2010-06-29 11:30:00,2011-03-16 12:55:00,260,56,United Kingdom,59.7,86.66666666666667
13300,168,3,1285.51,23.37290909090909,20.7658920555307,55,3,3,4,334,Standard,2010-05-14 15:56:00,2011-06-23 13:09:00,404,44,United Kingdom,142.8,134.66666666666666
13301,103,4,618.09,7.630740740740741,6.385995180427593,81,3,3,2,332,Standard,2011-02-20 13:13:00,2011-08-28 11:25:00,188,75,United Kingdom,34.0,47.0
13302,154,2,159.2,53.06666666666666,30.225830564822093,3,3,2,1,321,Standard,2010-07-01 12:32:00,2011-07-07 17:56:00,371,3,United Kingdom,76.5,185.5
13303,399,1,61.72,15.43,5.627782274869324,4,2,1,1,211,Dormant,2010-11-04 14:55:00,2010-11-04 14:55:00,0,4,United Kingdom,23.25,0.0
13304,350,4,1217.99,15.61525641025641,5.562063927015324,78,2,3,3,233,Standard,2010-02-08 12:42:00,2010-12-23 14:35:00,318,59,United Kingdom,43.8,79.5
13305,3,16,3754.71,18.226747572815533,11.376468164887612,206,5,5,5,555,Champions,2010-03-10 14:49:00,2011-12-05 15:15:00,635,153,United Kingdom,63.6,39.6875
13306,429,1,53.65,13.4125,7.869601324082433,4,1,1,1,111,Dormant,2010-10-05 14:55:00,2010-10-05 14:55:00,0,4,United Kingdom,23.4,0.0
13307,119,3,273.34,18.222666666666665,6.072466510719473,15,3,3,1,331,HighEngagement_LowValue,2010-04-26 13:28:00,2011-08-11 17:14:00,472,15,United Kingdom,30.6,157.33333333333334
13308,22,4,1670.3700000000001,23.526338028169015,21.468472980458486,71,4,3,4,434,Loyal,2010-04-22 09:22:00,2011-11-17 09:31:00,574,65,United Kingdom,149.4,143.5
13309,6,6,1706.3700000000001,13.125923076923078,5.357521510756911,130,5,4,4,544,Champions,2010-11-12 12:10:00,2011-12-02 16:34:00,385,95,United Kingdom,40.5,64.16666666666667
13310,27,5,1541.2,16.223157894736843,5.771048664460385,95,4,4,4,444,Champions,2010-11-02 17:03:00,2011-11-11 17:23:00,374,80,United Kingdom,46.5,74.8
13311,3,2,598.57,23.02192307692308,21.079296196833663,26,5,2,2,522,Standard,2011-07-12 14:26:00,2011-12-05 12:55:00,145,25,United Kingdom,78.96000000000001,72.5
13312,450,1,124.75,24.95,33.24874057765196,5,1,1,1,111,Dormant,2010-09-14 14:36:00,2010-09-14 14:36:00,0,5,United Kingdom,81.0,0.0
13313,21,12,3445.32,18.424171122994654,7.890013950722935,187,4,5,5,455,Champions,2009-12-02 16:18:00,2011-11-17 16:48:00,715,105,United Kingdom,59.4,59.583333333333336
13314,1,3,775.94,12.515161290322581,5.698362934869398,62,5,3,3,533,Loyal,2011-09-27 10:20:00,2011-12-08 12:29:00,72,55,United Kingdom,29.700000000000003,24.0
13315,688,1,310.26000000000005,14.102727272727275,6.4011577686556675,22,1,1,2,112,Dormant,2010-01-19 15:34:00,2010-01-19 15:34:00,0,22,United Kingdom,35.400000000000006,0.0
13316,36,10,13191.57,75.3804,86.87329587419816,175,4,5,5,455,Champions,2010-03-10 10:01:00,2011-11-02 13:40:00,602,115,United Kingdom,489.6,60.2
13317,65,19,6486.091,18.854915697674418,15.968203252933103,344,3,5,5,355,Standard,2009-12-13 11:11:00,2011-10-04 13:35:00,660,222,United Kingdom,204.0,34.73684210526316
13318,0,3,640.76,32.038,26.469095305956138,20,5,3,3,533,Loyal,2011-11-02 13:26:00,2011-12-08 18:51:00,36,14,United Kingdom,102.0,12.0
13319,4,58,22082.5,23.123036649214658,14.841801426885207,955,5,5,5,555,Champions,2009-12-06 14:46:00,2011-12-04 13:34:00,727,345,United Kingdom,153.0,12.53448275862069
13320,77,6,2228.1,14.854,4.678090300438889,150,3,4,4,344,Standard,2010-08-18 10:29:00,2011-09-22 18:07:00,400,98,United Kingdom,25.200000000000003,66.66666666666667
13321,71,2,567.36,51.57818181818182,64.266079671656,11,3,2,2,322,Standard,2011-09-14 15:18:00,2011-09-28 15:24:00,14,10,United Kingdom,232.0,7.0
13322,16,1,199.48000000000002,7.9792000000000005,8.641981312176044,25,5,1,1,511,Standard,2011-11-22 14:21:00,2011-11-22 14:21:00,0,25,United Kingdom,45.0,0.0
13323,2,5,787.85,37.516666666666666,42.10373894719248,21,5,4,3,543,Loyal,2011-09-16 13:23:00,2011-12-06 17:12:00,81,6,United Kingdom,204.0,16.2
13324,35,18,10513.47,79.6475,62.59473769281297,132,4,5,5,455,Champions,2010-05-25 10:23:00,2011-11-03 16:28:00,527,36,United Kingdom,350.4,29.27777777777778
13325,81,1,675.3,56.275,45.28724735206671,12,3,1,3,313,Standard,2011-09-19 10:36:00,2011-09-19 10:36:00,0,12,United Kingdom,133.0,0.0
13326,431,1,281.76,21.673846153846153,8.788964234066055,13,1,1,1,111,Dormant,2010-10-03 16:00:00,2010-10-03 16:00:00,0,13,United Kingdom,40.56,0.0
13327,38,20,9879.48,28.88736842105263,18.507610547730053,342,4,5,5,455,Champions,2009-12-18 15:35:00,2011-11-01 10:21:00,682,175,United Kingdom,99.6,34.1
13328,315,1,1308.48,76.96941176470588,63.11562331057465,17,2,1,4,214,Dormant,2011-01-27 15:22:00,2011-01-27 15:22:00,0,17,United Kingdom,266.40000000000003,0.0
13329,31,8,5112.97,40.903760000000005,44.032263385078245,125,4,4,5,445,Champions,2009-12-04 15:41:00,2011-11-08 10:29:00,703,68,United Kingdom,306.0,87.875
13330,92,6,2806.18,23.781186440677963,15.465520744988213,118,3,4,4,344,Standard,2010-02-23 10:12:00,2011-09-08 12:27:00,562,80,United Kingdom,102.0,93.66666666666667
13331,401,1,262.4,21.866666666666664,18.409240927185227,12,2,1,1,211,Dormant,2010-11-03 08:04:00,2010-11-03 08:04:00,0,12,United Kingdom,79.95,0.0
13332,13,1,350.90000000000003,16.709523809523812,3.4650389264631305,21,5,1,2,512,Standard,2011-11-25 13:30:00,2011-11-25 13:30:00,0,21,United Kingdom,23.6,0.0
13333,410,3,1015.74,18.468,7.641904309887784,55,1,3,3,133,Standard,2010-02-19 09:26:00,2010-10-24 13:24:00,247,54,United Kingdom,39.8,82.33333333333333
13334,81,5,6263.75,13.049479166666666,9.299165379949804,480,3,4,5,345,Standard,2010-02-25 12:21:00,2011-09-18 15:21:00,570,307,United Kingdom,81.6,114.0
13336,76,1,795.12,15.590588235294117,3.9830809239907268,51,3,1,3,313,Standard,2011-09-23 14:05:00,2011-09-23 14:05:00,0,51,United Kingdom,30.0,0.0
13337,545,1,1575.26,18.106436781609194,8.091432301559742,87,1,1,4,114,Dormant,2010-06-11 13:27:00,2010-06-11 13:27:00,0,87,United Kingdom,51.0,0.0
13338,157,4,2445.62,19.10640625,13.844085108633172,128,3,3,4,334,Standard,2010-01-05 12:25:00,2011-07-05 09:06:00,545,113,United Kingdom,130.8,136.25
13339,200,1,860.12,15.928148148148148,4.7164293633958065,54,2,1,3,213,Dormant,2011-05-23 08:31:00,2011-05-23 08:31:00,0,54,United Kingdom,34.0,0.0
13340,44,12,22100.56,102.79330232558141,124.41773235391497,215,4,5,5,455,Champions,2010-02-22 14:54:00,2011-10-25 13:15:00,609,190,United Kingdom,960.0,50.75
13341,260,1,775.85,18.472619047619048,11.596510210871537,42,2,1,3,213,Dormant,2011-03-24 09:50:00,2011-03-24 09:50:00,0,42,United Kingdom,87.6,0.0
13343,177,1,353.43,18.60157894736842,8.686013190537924,19,3,1,2,312,Standard,2011-06-15 12:24:00,2011-06-15 12:24:00,0,19,United Kingdom,50.0,0.0
13344,67,3,2543.7200000000003,21.375798319327732,27.83635077680172,119,3,3,4,334,Standard,2011-03-07 10:28:00,2011-10-03 09:45:00,209,115,United Kingdom,290.0,69.66666666666667
13345,287,1,389.5,19.475,7.68283287938971,20,2,1,2,212,Dormant,2011-02-25 09:01:00,2011-02-25 09:01:00,0,20,United Kingdom,50.0,0.0
13346,462,6,299.4,49.9,5.941716923583621,6,1,4,2,142,Standard,2010-04-22 12:34:00,2010-09-03 11:41:00,133,4,United Kingdom,60.0,22.166666666666668
13347,69,1,341.36,42.67,8.849490703666833,8,3,1,2,312,Standard,2011-09-30 13:28:00,2011-09-30 13:28:00,0,8,United Kingdom,59.4,0.0
13348,63,1,233.76000000000002,16.697142857142858,7.690140969570593,14,3,1,1,311,Standard,2011-10-06 17:28:00,2011-10-06 17:28:00,0,14,United Kingdom,29.700000000000003,0.0
13349,10,1,247.32,15.4575,10.357111244615139,16,5,1,1,511,Standard,2011-11-29 08:07:00,2011-11-29 08:07:00,0,16,United Kingdom,50.0,0.0
13350,15,2,979.12,24.478,14.937171530558704,40,5,2,3,523,Standard,2011-09-21 13:33:00,2011-11-23 16:33:00,63,36,United Kingdom,61.2,31.5
13351,65,1,373.94,23.37125,8.333968142487706,16,3,1,2,312,Standard,2011-10-04 12:55:00,2011-10-04 12:55:00,0,16,United Kingdom,50.0,0.0
13352,59,1,397.98,16.5825,8.598097489257878,24,3,1,2,312,Standard,2011-10-10 13:55:00,2011-10-10 13:55:00,0,24,United Kingdom,50.0,0.0
13354,70,1,743.53,14.579019607843136,6.413009045651491,51,3,1,3,313,Standard,2011-09-29 13:17:00,2011-09-29 13:17:00,0,51,United Kingdom,39.6,0.0
13355,121,1,674.7,21.084375,15.690450339452934,32,3,1,3,313,Standard,2011-08-09 14:48:00,2011-08-09 14:48:00,0,32,United Kingdom,102.0,0.0
13356,79,1,768.24,18.291428571428572,8.719023096830643,42,3,1,3,313,Standard,2011-09-20 14:33:00,2011-09-20 14:33:00,0,42,United Kingdom,47.7,0.0
13357,256,5,3838.36,9.619949874686718,7.560710430147183,399,2,4,5,245,At_Risk_HighValue,2010-03-22 14:30:00,2011-03-27 13:56:00,369,284,United Kingdom,51.0,73.8
13358,268,1,439.03000000000003,15.138965517241381,7.954944259851222,29,2,1,2,212,Dormant,2011-03-16 11:52:00,2011-03-16 11:52:00,0,29,United Kingdom,50.0,0.0
13359,63,2,1043.31,18.630535714285713,8.145715085445032,56,3,2,3,323,Standard,2010-11-01 15:05:00,2011-10-07 09:30:00,339,52,United Kingdom,50.0,169.5
13360,431,4,1553.65,23.540151515151518,18.586183163631922,66,1,3,4,134,Standard,2010-01-08 11:16:00,2010-10-04 12:37:00,269,58,United Kingdom,142.8,67.25
13361,471,2,1450.5,42.661764705882355,28.423208770148456,34,1,2,4,124,Dormant,2010-04-01 07:49:00,2010-08-24 14:56:00,145,29,United Kingdom,135.0,72.5
13362,8,7,5394.07,18.100906040268455,8.09612378786591,298,5,4,5,545,Champions,2010-10-10 15:27:00,2011-11-30 14:41:00,415,186,United Kingdom,59.400000000000006,59.285714285714285
13363,17,3,1723.8600000000001,16.90058823529412,7.738282463966886,102,5,3,4,534,Loyal,2010-10-26 11:07:00,2011-11-22 12:40:00,392,78,United Kingdom,50.0,130.66666666666666
13364,70,1,134.96,13.496,5.183965020458118,10,3,1,1,311,Standard,2011-09-29 18:13:00,2011-09-29 18:13:00,0,10,United Kingdom,24.96,0.0
13365,33,2,2225.37,17.385703125,9.124294616989742,128,4,2,4,424,Standard,2011-05-06 12:00:00,2011-11-06 12:36:00,184,122,United Kingdom,76.5,92.0
13366,49,1,56.16,56.16,0.0,1,4,1,1,411,Standard,2011-10-20 13:37:00,2011-10-20 13:37:00,0,1,United Kingdom,56.16,0.0
13367,431,1,510.2,25.509999999999998,22.088194036395862,20,1,1,2,112,Dormant,2010-10-04 10:00:00,2010-10-04 10:00:00,0,20,United Kingdom,100.8,0.0
13368,256,4,1121.5,21.567307692307693,11.327941355535412,52,2,3,3,233,Standard,2010-10-12 10:43:00,2011-03-28 09:59:00,166,45,United Kingdom,51.0,41.5
13369,365,1,616.5600000000001,22.020000000000003,12.32456384924327,28,2,1,2,212,Dormant,2010-12-09 11:30:00,2010-12-09 11:30:00,0,14,United Kingdom,50.0,0.0
13370,371,1,1509.74,19.355641025641027,6.946298947228595,78,2,1,4,214,Dormant,2010-12-03 10:26:00,2010-12-03 10:26:00,0,39,United Kingdom,39.8,0.0
13371,504,2,2297.66,24.9745652173913,19.30462743665952,92,1,2,4,124,Dormant,2010-03-17 15:29:00,2010-07-22 17:33:00,127,75,United Kingdom,102.0,63.5
13372,89,1,378.64,16.46260869565217,8.9308898148715,23,3,1,2,312,Standard,2011-09-11 12:46:00,2011-09-11 12:46:00,0,23,United Kingdom,50.0,0.0
13373,60,6,7587.1900000000005,21.193268156424583,14.266255525266763,358,3,4,5,345,Standard,2009-12-06 12:34:00,2011-10-10 10:51:00,672,292,United Kingdom,123.75,112.0
13374,414,2,422.8,24.870588235294118,17.43819495768851,17,1,2,2,122,Dormant,2010-09-16 10:29:00,2010-10-21 10:04:00,34,17,United Kingdom,68.0,17.0
13375,88,2,1792.23,25.242676056338027,31.37833661064118,71,3,2,4,324,Standard,2010-09-21 08:12:00,2011-09-12 10:19:00,356,62,United Kingdom,252.0,178.0
13376,98,3,1019.76,19.240754716981133,10.131652202011548,53,3,3,3,333,Standard,2011-04-19 13:03:00,2011-09-01 16:16:00,135,45,United Kingdom,50.0,45.0
13377,396,2,1552.88,19.90871794871795,10.585606664942187,78,2,2,4,224,Dormant,2010-03-04 10:06:00,2010-11-08 12:20:00,249,71,United Kingdom,59.5,124.5
13379,25,3,572.56,5.902680412371134,5.42538814192587,97,4,3,2,432,Loyal,2011-07-26 12:26:00,2011-11-13 13:45:00,110,85,United Kingdom,33.0,36.666666666666664
13380,432,1,62.4,20.8,8.057294831393476,3,1,1,1,111,Dormant,2010-10-03 10:18:00,2010-10-03 10:18:00,0,3,United Kingdom,30.0,0.0
13381,31,12,8224.37,23.102162921348317,15.846577151589202,356,4,5,5,455,Champions,2009-12-01 15:19:00,2011-11-08 11:58:00,706,154,United Kingdom,102.0,58.833333333333336
13382,280,5,1387.58,16.134651162790696,5.743455958520899,86,2,4,4,244,Standard,2009-12-08 09:56:00,2011-03-04 10:03:00,451,74,United Kingdom,35.7,90.2
13383,543,1,305.28000000000003,305.28000000000003,0.0,1,1,1,2,112,Dormant,2010-06-14 11:45:00,2010-06-14 11:45:00,0,1,United Kingdom,305.28000000000003,0.0
13384,30,11,6680.83,25.30617424242424,23.650496070809584,264,4,5,5,455,Champions,2010-07-27 12:22:00,2011-11-09 11:04:00,469,192,United Kingdom,232.0,42.63636363636363
13385,329,1,534.57,15.273428571428573,7.62667028682016,35,2,1,2,212,Dormant,2011-01-14 09:52:00,2011-01-14 09:52:00,0,35,United Kingdom,49.9,0.0
13386,413,2,835.46,26.950322580645164,16.486021449270485,31,1,2,3,123,Dormant,2010-09-28 13:09:00,2010-10-21 12:52:00,22,24,United Kingdom,60.0,11.0
13387,416,1,189.44,2.595068493150685,1.883312037702367,73,1,1,1,111,Dormant,2010-10-18 14:07:00,2010-10-18 14:07:00,0,71,United Kingdom,9.95,0.0
13388,130,3,1185.65,17.183333333333334,8.10576731256765,69,3,3,3,333,Standard,2010-04-15 10:18:00,2011-07-31 12:52:00,472,68,United Kingdom,53.1,157.33333333333334
13389,10,3,797.96,15.646274509803922,4.753600723991999,51,5,3,3,533,Loyal,2011-04-21 12:12:00,2011-11-28 14:01:00,221,50,United Kingdom,30.0,73.66666666666667
13390,74,1,544.08,41.8523076923077,37.67481345980056,13,3,1,2,312,Standard,2011-09-26 08:38:00,2011-09-26 08:38:00,0,13,United Kingdom,119.4,0.0
13391,203,1,59.8,59.8,0.0,1,2,1,1,211,Dormant,2011-05-20 10:50:00,2011-05-20 10:50:00,0,1,United Kingdom,59.8,0.0
13392,676,1,91.14,11.3925,4.197603908353976,8,1,1,1,111,Dormant,2010-01-31 13:34:00,2010-01-31 13:34:00,0,8,United Kingdom,17.700000000000003,0.0
13393,583,4,1131.45,16.397826086956524,15.97375253985749,69,1,3,3,133,Standard,2009-12-07 18:12:00,2010-05-05 09:34:00,148,53,United Kingdom,108.0,37.0
13394,1,19,6621.7,16.18997555012225,11.682929802661253,409,5,5,5,555,Champions,2009-12-01 11:58:00,2011-12-08 11:36:00,736,254,United Kingdom,75.60000000000001,38.73684210526316
13395,184,3,1180.23,14.57074074074074,10.636540177352996,81,3,3,3,333,Standard,2010-10-14 13:00:00,2011-06-07 15:04:00,236,77,United Kingdom,60.48,78.66666666666667
13396,28,2,1360.99,31.65093023255814,21.841598015620765,43,4,2,4,424,Standard,2011-01-24 13:37:00,2011-11-10 16:59:00,290,42,United Kingdom,118.8,145.0
13397,72,10,3191.87,35.863707865168536,27.695461409523666,89,3,5,5,355,Standard,2010-01-20 09:50:00,2011-09-28 10:56:00,616,68,United Kingdom,162.72,61.6
13398,191,2,670.34,17.18820512820513,5.883078263252322,39,2,2,3,223,Dormant,2010-09-17 09:34:00,2011-05-31 13:17:00,256,37,United Kingdom,35.7,128.0
13399,463,3,275.4,18.36,2.3620662867195605,15,1,3,1,131,Standard,2010-07-08 17:47:00,2010-09-01 13:59:00,54,10,United Kingdom,19.5,18.0
13400,582,1,310.83,13.514347826086956,4.180228164811272,23,1,1,2,112,Dormant,2010-05-06 09:00:00,2010-05-06 09:00:00,0,23,United Kingdom,19.5,0.0
13402,126,4,1535.13,15.990937500000001,9.55385125740841,96,3,3,4,334,Standard,2010-05-24 10:56:00,2011-08-04 15:51:00,437,55,United Kingdom,53.1,109.25
13403,17,3,229.5,25.5,11.208925015361643,9,5,3,1,531,HighEngagement_LowValue,2009-12-16 13:23:00,2011-11-22 08:28:00,705,9,United Kingdom,45.0,235.0
13404,0,2,252.49,22.953636363636363,14.536098701320977,11,5,2,1,521,Standard,2011-05-11 11:57:00,2011-12-08 15:37:00,211,11,United Kingdom,63.74999999999999,105.5
13405,73,6,1213.811,28.228162790697674,20.16935463935587,43,3,4,3,343,Standard,2009-12-15 14:13:00,2011-09-26 17:01:00,650,33,United Kingdom,87.6,108.33333333333333
13406,426,2,568.92,63.21333333333333,25.356640155982806,9,1,2,2,122,Dormant,2010-03-18 07:29:00,2010-10-08 14:44:00,204,7,United Kingdom,91.8,102.0
13407,578,3,2244.7,26.408235294117645,12.334924592630568,85,1,3,4,134,Standard,2010-02-16 11:13:00,2010-05-10 12:41:00,83,85,United Kingdom,61.2,27.666666666666668
13408,1,106,51733.462,61.58745476190476,47.92538010951584,840,5,5,5,555,Champions,2009-12-04 09:31:00,2011-12-08 09:05:00,733,321,United Kingdom,306.0,6.915094339622642
13410,23,9,2201.96,44.0392,49.04359575990758,50,4,5,4,454,Champions,2009-12-08 13:43:00,2011-11-15 15:33:00,707,25,United Kingdom,306.0,78.55555555555556
13411,106,1,213.55,11.863888888888889,9.207474673833268,18,3,1,1,311,Standard,2011-08-24 13:57:00,2011-08-24 13:57:00,0,17,United Kingdom,34.65,0.0
13412,619,1,487.35,14.333823529411765,7.633823465026367,34,1,1,2,112,Dormant,2010-03-29 16:28:00,2010-03-29 16:28:00,0,33,United Kingdom,30.6,0.0
13413,639,6,429.44,9.986976744186046,22.53343859529694,43,1,4,2,142,Standard,2010-01-21 17:43:00,2010-03-10 12:17:00,47,38,United Kingdom,120.0,7.833333333333333
13414,133,6,2494.14,45.348,88.19906355847884,55,3,4,4,344,Standard,2010-04-15 17:00:00,2011-07-29 11:45:00,469,48,United Kingdom,432.0,78.16666666666667
13415,472,4,800.67,7.6987499999999995,9.851647704825828,104,1,3,3,133,Standard,2009-12-11 14:20:00,2010-08-24 11:38:00,255,85,United Kingdom,51.0,63.75
13416,43,3,940.8000000000001,36.184615384615384,18.531717509344723,26,4,3,3,433,Loyal,2009-12-03 13:02:00,2011-10-27 08:56:00,692,16,United Kingdom,79.2,230.66666666666666
13417,4,6,1669.49,21.681688311688312,8.318492620692737,77,5,4,4,544,Champions,2010-02-08 12:39:00,2011-12-05 08:49:00,664,57,United Kingdom,51.0,110.66666666666667
13418,11,31,12233.6,21.729307282415633,24.230329463079848,563,5,5,5,555,Champions,2009-12-11 12:51:00,2011-11-28 10:23:00,716,328,United Kingdom,250.0,23.096774193548388
13419,63,1,221.06,13.81625,7.5965473517030535,16,3,1,1,311,Standard,2011-10-07 12:49:00,2011-10-07 12:49:00,0,16,United Kingdom,25.200000000000003,0.0
13420,149,2,159.85,19.98125,10.408236350533718,8,3,2,1,321,Standard,2011-06-22 11:35:00,2011-07-13 08:48:00,20,8,United Kingdom,38.25,10.0
13421,39,8,4103.12,15.084999999999999,14.715848248330662,272,4,4,5,445,Champions,2010-02-14 14:45:00,2011-10-30 14:21:00,622,174,United Kingdom,81.6,77.75
13422,63,1,2626.3,20.67952755905512,10.219026283737927,127,3,1,4,314,Standard,2011-10-06 13:42:00,2011-10-06 13:42:00,0,127,United Kingdom,75.0,0.0
13423,428,1,217.03,18.085833333333333,6.701541828474093,12,1,1,1,111,Dormant,2010-10-07 09:02:00,2010-10-07 09:02:00,0,12,United Kingdom,30.0,0.0
13424,449,1,572.77,14.31925,4.378233098420248,40,1,1,2,112,Dormant,2010-09-16 10:49:00,2010-09-16 10:49:00,0,40,United Kingdom,22.5,0.0
13425,107,5,3403.63,19.121516853932587,14.233300789292395,178,3,4,5,345,Standard,2010-05-09 14:35:00,2011-08-23 17:13:00,471,124,United Kingdom,88.80000000000001,94.2
13426,0,22,8167.38,23.811603498542276,25.91965174990742,343,5,5,5,555,Champions,2009-12-09 15:16:00,2011-12-09 08:59:00,729,162,United Kingdom,149.4,33.13636363636363
13427,18,6,1006.53,19.356346153846154,12.71504327964786,52,5,4,3,543,Loyal,2009-12-17 13:44:00,2011-11-20 13:02:00,702,35,United Kingdom,79.2,117.0
13428,9,3,499.98,3.4720833333333334,2.8841854481466163,144,5,3,2,532,Loyal,2010-07-13 13:20:00,2011-11-29 14:20:00,504,122,United Kingdom,17.700000000000003,168.0
13429,10,4,1006.8,15.02686567164179,8.762166469501606,67,5,3,3,533,Loyal,2011-09-25 15:59:00,2011-11-29 09:10:00,64,55,United Kingdom,51.0,16.0
13430,18,2,679.45,13.866326530612247,8.935283220160947,49,5,2,3,523,Standard,2011-09-14 14:26:00,2011-11-21 08:19:00,67,48,United Kingdom,51.0,33.5
13431,66,8,3316.2400000000002,25.707286821705427,23.332008116263868,129,3,4,5,345,Standard,2010-02-18 11:53:00,2011-10-03 13:49:00,592,113,United Kingdom,183.6,74.0
13432,570,2,439.1,3.955855855855856,3.894213765545088,111,1,2,2,122,Dormant,2010-04-06 14:42:00,2010-05-17 13:18:00,40,98,United Kingdom,27.04,20.0
13433,500,4,658.32,27.430000000000003,33.694691750688456,24,1,3,3,133,Standard,2010-01-12 08:59:00,2010-07-26 16:55:00,195,22,United Kingdom,175.2,48.75
13434,73,5,1666.8600000000001,47.624571428571436,41.47726381743995,35,3,4,4,344,Standard,2010-02-22 09:54:00,2011-09-26 14:30:00,581,17,United Kingdom,177.60000000000002,116.2
13435,4,9,4475.2300000000005,29.44230263157895,38.150335914961005,152,5,5,5,555,Champions,2010-07-27 16:56:00,2011-12-04 14:45:00,494,96,United Kingdom,180.0,54.888888888888886
13436,1,1,196.89,16.4075,4.698021101775434,12,5,1,1,511,Standard,2011-12-08 10:33:00,2011-12-08 10:33:00,0,12,United Kingdom,25.5,0.0
13437,13,7,3408.06,20.40754491017964,12.886832986352841,167,5,4,5,545,Champions,2011-06-02 14:30:00,2011-11-25 14:00:00,175,143,United Kingdom,102.0,25.0
13438,546,1,46.5,46.5,0.0,1,1,1,1,111,Dormant,2010-06-10 18:46:00,2010-06-10 18:46:00,0,1,United Kingdom,46.5,0.0
13439,254,3,986.61,5.907844311377246,4.2630507091880805,167,2,3,3,233,Standard,2010-07-01 14:36:00,2011-03-29 14:20:00,270,132,United Kingdom,27.84,90.0
13440,422,7,1295.25,21.953389830508474,15.048504520746551,59,1,4,4,144,Standard,2010-09-14 10:34:00,2010-10-12 13:11:00,28,49,United Kingdom,83.4,4.0
13441,91,2,720.9,18.971052631578946,12.133517301477884,38,3,2,3,323,Standard,2010-10-04 10:38:00,2011-09-09 09:38:00,339,33,United Kingdom,81.12,169.5
13442,666,3,419.87,11.04921052631579,10.509633002458873,38,1,3,2,132,Standard,2009-12-01 14:59:00,2010-02-10 14:03:00,70,33,United Kingdom,45.95,23.333333333333332
13443,448,6,1280.16,6.275294117647059,9.269166770666514,204,1,4,4,144,Standard,2010-01-31 13:30:00,2010-09-17 12:31:00,228,176,United Kingdom,79.9,38.0
13444,373,2,631.68,10.89103448275862,6.5982780022731164,58,2,2,3,223,Dormant,2010-07-21 14:34:00,2010-11-30 13:02:00,131,51,United Kingdom,29.700000000000003,65.5
13445,625,1,241.89999999999998,34.55714285714286,25.427600302483462,7,1,1,1,111,Dormant,2010-03-23 15:34:00,2010-03-23 15:34:00,0,7,United Kingdom,81.6,0.0
